,Close,SMA_7,SMA_14,RSI_7,RSI_14,ROC_7,ROC_14,BB_Low_7,BB_Up_7,BB_Low_14,BB_Up_14,Std_7,Std_14
2025-07-28 13:30:00,175.07000732421875,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 14:30:00,175.06500244140625,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 15:30:00,174.9219970703125,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 16:30:00,174.91990661621094,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 17:30:00,175.41009521484375,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 18:30:00,175.37530517578125,0.0,0.0,0.0,0.0,0.03241646363773002,0.03241646363773002,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28 19:30:00,175.9949951171875,175.25104413713728,175.25104413713728,0.0,0.0,0.03241646363773002,0.03241646363773002,174.48531529831962,176.01677297595495,174.48531529831962,176.01677297595495,0.3828644194088295,0.3828644194088295
2025-07-28 20:30:00,175.9949951171875,175.38318525041853,175.38318525041853,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,174.4601573352585,176.30621316557858,174.4601573352585,176.30621316557858,0.4615139575800279,0.4615139575800279
2025-07-28 21:30:00,175.9949951171875,175.5160413469587,175.5160413469587,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,174.54051187887254,176.49157081504487,174.54051187887254,176.49157081504487,0.48776473404308746,0.48776473404308746
2025-07-28 22:30:00,175.9949951171875,175.66932678222656,175.66932678222656,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,174.79773063973846,176.54092292471466,174.79773063973846,176.54092292471466,0.43579807124405734,0.43579807124405734
2025-07-28 23:30:00,175.9949951171875,175.82291085379464,175.82291085379464,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.23478809830354,176.41103360928574,175.23478809830354,176.41103360928574,0.2940613777455445,0.2940613777455445
2025-07-29 00:30:00,175.9949951171875,175.9064679827009,175.9064679827009,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.43802641843536,176.37490954696642,175.43802641843536,176.37490954696642,0.23422078213277323,0.23422078213277323
2025-07-29 01:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 02:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 03:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 04:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 05:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 06:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 07:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 08:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 09:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 10:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 11:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 12:30:00,175.9949951171875,175.9949951171875,175.9949951171875,89.8536724209274,89.8536724209274,0.03241646363773002,0.03241646363773002,175.9949951171875,175.9949951171875,175.9949951171875,175.9949951171875,0.0,0.0
2025-07-29 13:30:00,178.30589294433594,176.3251233782087,176.3251233782087,99.70992966954782,99.70992966954782,0.03241646363773002,0.03241646363773002,174.578248819376,178.0719979370414,174.578248819376,178.0719979370414,0.8734372794163544,0.8734372794163544
2025-07-29 14:30:00,178.4149932861328,176.67083740234375,176.67083740234375,99.72466167829101,99.72466167829101,0.03241646363773002,0.03241646363773002,174.3615373143832,178.9801374903043,174.3615373143832,178.9801374903043,1.1546500439802754,1.1546500439802754
2025-07-29 15:30:00,176.42999267578125,176.73297991071428,176.73297991071428,47.98947731454923,47.98947731454923,0.03241646363773002,0.03241646363773002,174.48598014912645,178.9799796723021,174.48598014912645,178.9799796723021,1.1234998807939116,1.1234998807939116
2025-07-29 16:30:00,176.341796875,176.78252301897322,176.78252301897322,46.73275629592595,46.73275629592595,0.03241646363773002,0.03241646363773002,174.59700509900006,178.9680409389464,174.59700509900006,178.9680409389464,1.0927589599865868,1.0927589599865868
2025-07-29 17:30:00,176.06719970703125,176.79283796037947,176.79283796037947,42.673503533200936,42.673503533200936,0.03241646363773002,0.03241646363773002,174.62404792502352,178.96162799573543,174.62404792502352,178.96162799573543,1.0843950176779769,1.0843950176779769
2025-07-29 18:30:00,176.47000122070312,176.8606959751674,176.8606959751674,50.09230933231335,50.09230933231335,0.03241646363773002,0.03241646363773002,174.78048561512455,178.94090633521026,174.78048561512455,178.94090633521026,1.0401051800214287,1.0401051800214287
2025-07-29 19:30:00,175.7899932861328,176.83140999930245,176.83140999930245,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,174.68946768648345,178.97335231212145,174.68946768648345,178.97335231212145,1.0709711564095046,1.0709711564095046
2025-07-29 20:30:00,175.7899932861328,176.4719957624163,176.4719957624163,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,174.66680436596997,178.27718715886263,174.66680436596997,178.27718715886263,0.902595698223163,0.902595698223163
2025-07-29 21:30:00,175.7899932861328,176.0969957624163,176.0969957624163,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.46792927563138,176.72606224920122,175.46792927563138,176.72606224920122,0.3145332433924664,0.3145332433924664
2025-07-29 22:30:00,175.7899932861328,176.0055672781808,176.0055672781808,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.41766911850783,176.59346543785375,175.41766911850783,176.59346543785375,0.29394907983648155,0.29394907983648155
2025-07-29 23:30:00,175.7899932861328,175.92673819405692,175.92673819405692,39.91777383203059,39.91777383203059,0.03241646363773002,0.03241646363773002,175.40497196162207,176.44850442649178,175.40497196162207,176.44850442649178,0.26088311621743016,0.26088311621743016
2025-07-30 00:30:00,175.7899932861328,175.88713727678572,175.88713727678572,39.91777383203059,39.91777383203059,0.03241646363773002,0.03241646363773002,175.37309959552167,176.40117495804978,175.37309959552167,176.40117495804978,0.25701884063202407,0.25701884063202407
2025-07-30 01:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 02:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.91777383203059,39.91777383203059,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 03:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 04:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 05:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 06:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 07:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.91777383203058,39.91777383203058,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 08:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 09:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 10:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 11:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 12:30:00,175.7899932861328,175.7899932861328,175.7899932861328,39.9177738320306,39.9177738320306,0.03241646363773002,0.03241646363773002,175.7899932861328,175.7899932861328,175.7899932861328,175.7899932861328,0.0,0.0
2025-07-30 13:30:00,177.25,175.99856567382812,175.99856567382812,92.48258562462814,92.48258562462814,0.03241646363773002,0.03241646363773002,174.89490433743455,177.1022270102217,174.89490433743455,177.1022270102217,0.5518306681967814,0.5518306681967814
2025-07-30 14:30:00,178.5,176.38570949009485,176.38570949009485,95.98831277990912,95.98831277990912,0.03241646363773002,0.03241646363773002,174.22675736400802,178.54466161618168,174.22675736400802,178.54466161618168,1.0794760630434113,1.0794760630434113
2025-07-30 15:30:00,178.27999877929688,176.74142456054688,176.74142456054688,87.59998272500184,87.59998272500184,0.03241646363773002,0.03241646363773002,174.24618468427605,179.2366644368177,174.24618468427605,179.2366644368177,1.2476199381354167,1.2476199381354167
2025-07-30 16:30:00,178.96519470214844,177.19502476283483,177.19502476283483,90.58848275116372,90.58848275116372,0.03241646363773002,0.03241646363773002,174.37379651632776,180.0162530093419,174.37379651632776,180.0162530093419,1.4106141232535423,1.4106141232535423
