start_year,end_year,MOVIES,GENRE,RATING,VOTES,RunTime,Gross
2021-01-01,2021-01-01,-1.949198631813619,-0.8012342737877257,0.07159668312184124,0.1251598998002716,1.392644884689246,-0.08711970330816204
2021-01-01,2021-01-01,-1.9487430581721648,-0.7926444907879936,-0.3368929198058736,0.0760409714678256,-0.5022786932016075,-0.08711970330816204
2010-01-01,2022-01-01,-1.9482874845307105,-0.7840547077882614,0.8514404705292969,13.43194230675025,-0.12724173507737607,-0.08711970330816204
2013-01-01,2013-01-01,-1.9478319108892566,-0.7754649247885292,1.2227946550090378,6.184807591294289,-0.5417562677410003,-0.08711970330816204
2021-01-01,2021-01-01,-1.9473763372478023,-0.7668751417887971,-2.193663842204578,-0.1989450088895709,-0.9957483749440172,-0.08711970330816204
2020-01-01,2020-01-01,-1.9469207636063481,-0.7582853587890649,0.6286279598414526,0.1989613973824805,-0.008809011459197732,-0.08711970330816204
2021-01-01,2021-01-01,-1.946465189964894,-0.7496955757893328,0.3315446122576599,-0.1176494893468666,1.1755182247225857,-0.08711970330816204
2006-01-01,2013-01-01,-1.94600961632344,-0.7411057927896006,0.9999821443211935,10.040120268786252,0.05040735034989144,-0.08711970330816204
2020-01-01,2020-01-01,-1.9455540426819857,-0.7325160097898684,0.740034215185375,0.3324073079398024,-0.40358475685312556,-0.08711970330816204
2019-01-01,2019-01-01,-1.9450984690405315,-0.7496955757893328,0.5543571229455047,0.22082793784626675,-0.12724173507737607,-0.08711970330816204
2021-01-01,2021-01-01,-1.9446428953990773,-0.7239262267901363,0.03446126467386728,0.07787215958548258,1.2544733738013714,-0.08711970330816204
2016-01-01,2021-01-01,-1.9441873217576233,-0.7153364437904041,0.814305052081323,3.8669389139975032,-0.16671930961676887,-0.08711970330816204
2021-01-01,2021-01-01,-1.9437317481161691,-0.7067466607906719,0.10873210156981553,0.5727392072806988,1.1163018629134964,-0.08711970330816204
2021-01-01,2021-01-01,-1.943276174474715,-0.6981568777909398,-0.18835124601397712,-0.011640624283514365,-0.9957483749440172,-0.08711970330816204
2011-01-01,2011-01-01,-1.9428206008332607,-0.7840547077882614,0.777169633633349,4.20957113776011,0.18857886123776618,-0.08711970330816204
2005-01-01,2005-01-01,-1.9423650271918067,-0.7496955757893328,0.5914925413934786,3.898269157758424,-0.18645809688646525,-0.08711970330816204
2008-01-01,2013-01-01,-1.9419094535503525,-0.6895670947912076,1.2970654919049864,23.688226907986227,-0.02854779872889412,-0.08711970330816204
2017-01-01,2017-01-01,-1.9414538799088983,-0.6809773117914755,0.814305052081323,0.8916275380555353,-0.18645809688646525,-0.08711970330816204
2017-01-01,2021-01-01,-1.940998306267444,-0.6723875287917433,0.8885758889772716,0.9019837532083348,-0.40358475685312556,-0.08711970330816204
2016-01-01,2016-01-01,-1.94054273262599,-0.6637977457920111,1.0371175627691673,13.432727101657816,0.010929775810498657,-0.08711970330816204
2021-01-01,2021-01-01,-1.9400871589845359,-0.7067466607906719,0.3315446122576599,0.3647839449108132,1.1557794374528894,-0.08711970330816204
1994-01-01,2004-01-01,-1.9396315853430817,-0.655207962792279,1.111388399665116,13.356740488842773,-0.5614950550106966,-0.08711970330816204
2014-01-01,2014-01-01,-1.9391760117016275,-0.6466181797925468,0.6286279598414526,4.7293208004658425,-0.14698052234707246,-0.08711970330816204
2013-01-01,2013-01-01,-1.9387204380601735,-0.6380283967928146,1.074252981217142,5.854962908084396,0.18857886123776618,-0.08711970330816204
2021-01-01,2021-01-01,-1.9382648644187193,-0.7926444907879936,-2.193663842204578,-0.1989450088895709,-0.9957483749440172,-0.08711970330816204
2021-01-01,2021-01-01,-1.937809290777265,-0.6294386137930825,-0.3368929198058736,-0.12691314688324895,1.688726693734692,-0.08711970330816204
2013-01-01,2020-01-01,-1.9373537171358108,-0.6466181797925468,0.9628467258732195,6.8782585268749115,-0.12724173507737607,-0.08711970330816204
2015-01-01,2015-01-01,-1.9368981434943568,-0.6380283967928146,1.074252981217142,5.1539256217306235,-0.08776416053798329,-0.08711970330816204
2005-01-01,2020-01-01,-1.9364425698529026,-0.6637977457920111,0.9257113074252455,6.022062670854456,-0.12724173507737607,-0.08711970330816204
2013-01-01,2013-01-01,-1.9359869962114484,-0.7411057927896006,0.777169633633349,3.086760447062976,-0.14698052234707246,-0.08711970330816204
2021-01-01,2021-01-01,-1.9355314225699942,-0.6208488307933503,0.29440919380968594,0.22341314460060602,1.2544733738013714,-0.08711970330816204
2016-01-01,2016-01-01,-1.9350758489285402,-0.6380283967928146,0.8514404705292969,0.21539592603506583,0.18857886123776618,-0.08711970330816204
2013-01-01,2022-01-01,-1.934620275287086,-0.6122590477936182,0.9257113074252455,3.6262838638123145,-0.5614950550106966,-0.08711970330816204
2003-01-01,2003-01-01,-1.9341647016456318,-0.7582853587890649,0.6657633782894269,1.7340971772612848,0.18857886123776618,-0.08711970330816204
2019-01-01,2019-01-01,-1.9337091280041776,-0.603669264793886,0.9257113074252455,0.33819324686618074,-0.10750294780767969,-0.08711970330816204
2009-01-01,2020-01-01,-1.9332535543627236,-0.6981568777909398,0.9257113074252455,5.6182318324370435,-0.5614950550106966,-0.08711970330816204
2018-01-01,2018-01-01,-1.9327979807212694,-0.5950794817941538,0.6657633782894269,0.9344834952628855,-0.10750294780767969,-0.08711970330816204
2019-01-01,2019-01-01,-1.9323424070798152,-0.5864896987944217,0.8514404705292969,4.978916357343121,0.18857886123776618,-0.08711970330816204
2010-01-01,2015-01-01,-1.931886833438361,-0.7496955757893328,1.0371175627691673,2.444798212672944,0.1491012866983734,-0.08711970330816204
